time_us,q0,q1,q2,q3,wx,wy,wz,motor1,motor2,motor3,motor4
248745462,-0.6616013688259024,-0.05151832078238507,0.01063469314766778,0.7480082851767824,0.005696830805391073,0.024379251524806023,0.01411247719079256,1642.0,1642.0,1642.0,1642.0
248845422,-0.6615899724133332,-0.05154881612586164,0.010418951106688869,0.748019300162759,0.008844134397804737,0.021894263103604317,0.020410338416695595,1642.0,1642.0,1642.0,1642.0
248945382,-0.66168745372699,-0.05019617625139152,0.008822152268524484,0.7480456049596058,-0.08442547172307968,0.01834983564913273,0.02824033610522747,1642.0,1642.0,1642.0,1642.0
249045342,-0.6621704587886429,-0.0433199524065278,0.0008248100028846358,0.7480995822212398,-0.25591468811035156,0.022173834964632988,0.031242670491337776,1642.0,1642.0,1642.0,1642.0
249145302,-0.6627014216581978,-0.0342661693030951,-0.009546736912420105,0.7480384449931836,-0.24002118408679962,0.019678961485624313,0.03534919023513794,1642.0,1642.0,1642.0,1642.0
249245262,-0.6632132357956587,-0.02220699152188453,-0.02230659733602667,0.7477683258257783,-0.31466808915138245,-0.033946678042411804,0.03553139045834541,1642.0,1643.0,1643.0,1642.0
249345222,-0.6634265321387071,-0.014123081225388795,-0.029049357617891895,0.7475439183439981,-0.11484770476818085,-0.07158799469470978,0.038072820752859116,1643.0,1642.0,1642.0,1642.0
249445182,-0.6635291090091195,-0.007866307713322248,-0.03412879949892103,0.7473302267038888,-0.10361882299184799,0.046996086835861206,0.04584989696741104,1642.0,1642.0,1642.0,1643.0
249545142,-0.6635205086609978,-0.007608320296803528,-0.030935561474064212,0.7474795241909951,0.1868484616279602,-0.07302530854940414,0.0227967556566,1643.0,1642.0,1643.0,1642.0
249645102,-0.6634590412764045,-0.011251829018504168,-0.026018925558140796,0.74767540577789,0.09830238670110703,-0.004647303372621536,0.02358042635023594,1642.0,1643.0,1642.0,1643.0
249745062,-0.6633790903073754,-0.014882345393112622,-0.020378631018947227,0.7478578807075266,0.08332701027393341,0.06259334087371826,0.029315756633877754,1642.0,1643.0,1642.0,1642.0
249845022,-0.6632476673118691,-0.019774976705503978,-0.014309999565975307,0.748001808830756,0.19458913803100586,-0.058865368366241455,0.032409124076366425,1643.0,1642.0,1643.0,1642.0
249944982,-0.6631181150788985,-0.023824703814267188,-0.011738417702653615,0.7480434201917755,0.14418283104896545,0.014826646074652672,0.0326697938144207,1642.0,1642.0,1642.0,1642.0
250044942,-0.6629857370014802,-0.02725693014629839,-0.008838600982219051,0.7480834521791543,0.004715725313872099,0.10485460609197617,0.02811492420732975,1642.0,1643.0,1642.0,1643.0
250144902,-0.6629494107468772,-0.02791381164573272,-0.006336299588809347,0.7481168018546942,0.14450658857822418,-0.04870946332812309,0.03303287550806999,1643.0,1642.0,1643.0,1642.0
250244862,-0.6628447628695542,-0.030310780846757566,-0.005197903420762493,0.7481250287892345,0.062237612903118134,0.09275750070810318,0.0269838348031044,1642.0,1643.0,1642.0,1643.0
250344822,-0.662773536932516,-0.03171526473271088,-0.003314454356922587,0.7481406252284479,-0.0446150079369545,-0.0014717589365318418,0.030035115778446198,1642.0,1643.0,1643.0,1642.0
250444782,-0.6626336790333435,-0.03446418903974005,-0.001283685634269921,0.7481491691071785,0.011048991233110428,0.006481675896793604,0.026377281174063683,1642.0,1643.0,1642.0,1643.0
250544742,-0.6624868563070823,-0.03719347696458772,0.00021527062866813149,0.7481495600147077,0.08039936423301697,0.09558211266994476,0.03059125505387783,1642.0,1643.0,1642.0,1643.0
250644702,-0.6623425333347879,-0.03963437317590554,0.002608572361898674,0.7481474990594043,-0.014827192761003971,-0.07428014278411865,0.029129114001989365,1642.0,1643.0,1643.0,1642.0
250745495,-0.6622834513254622,-0.04047937990430754,0.003863474494268663,0.7481491318365806,0.012929653748869896,0.07885391265153885,0.024102402850985527,1643.0,1642.0,1642.0,1643.0
250845455,-0.6622751208737472,-0.04031876984819863,0.006406601358447256,0.7481477237341737,0.15612247586250305,-0.07944502681493759,0.022289561107754707,1643.0,1642.0,1643.0,1642.0
250945415,-0.6623154239096967,-0.03951491818181346,0.005941558731008149,0.7481587721682139,-0.06793811172246933,-0.007230088114738464,0.029860705137252808,1642.0,1643.0,1643.0,1643.0
251045375,-0.6622031704571202,-0.04123912071958725,0.009463493962328345,0.7481288246290464,0.07855868339538574,0.06259717047214508,0.03558593615889549,1643.0,1643.0,1642.0,1643.0
251145335,-0.6621842669123135,-0.041368807151339504,0.013328607059387374,0.7480795189567309,0.11582459509372711,-0.048286180943250656,0.031245606020092964,1643.0,1642.0,1643.0,1642.0
251245295,-0.6622888433079611,-0.039406626094828395,0.014574137187906825,0.7480696494143132,-0.03073596954345703,-0.07920652627944946,0.02139231190085411,1642.0,1643.0,1643.0,1643.0
251345255,-0.6622948536260979,-0.039088827108335826,0.015178014762716716,0.7480689930237338,-0.060218680649995804,0.07501465827226639,0.01591559313237667,1642.0,1643.0,1642.0,1643.0
251445215,-0.6623656989413671,-0.03751024238423002,0.016167655554770885,0.748066353671954,0.01157048624008894,-0.06736399233341217,0.01277034543454647,1643.0,1642.0,1643.0,1642.0
251545175,-0.6623939608990289,-0.037006822305475126,0.01610950669496686,0.7480676570079686,0.030846333131194115,-0.04367440193891525,0.05260606110095978,1643.0,1643.0,1643.0,1642.0
251645135,-0.6624401746586406,-0.03643261336570525,0.014395948760588723,0.748089858466787,-0.11792737245559692,0.0906507596373558,0.04908705875277519,1642.0,1643.0,1642.0,1643.0
251745095,-0.6624887490585099,-0.03527567202511016,0.016757770796920476,0.7480531140580764,0.10820741206407547,-0.03030269220471382,0.007032026071101427,1643.0,1642.0,1643.0,1643.0
251845055,-0.6624694538944221,-0.035305830350306884,0.016867487075394937,0.7480663131567035,0.03593742474913597,-0.06905210018157959,0.013738177716732025,1643.0,1643.0,1643.0,1642.0
